4,4,-1
15,11,1
9,8,-1
16,16,1
19,18,1
17,14,1
9,5,-1
1,3,-1
3,9,-1
4,9,-1
13,19,1
6,1,-1
13,12,1
5,5,-1
3,2,-1
15,14,1
2,4,-1
8,4,-1
18,17,1
13,19,1
0,5,-1
6,0,-1
9,0,-1
3,4,-1
4,7,-1
15,19,1
3,7,-1
3,1,-1
1,6,-1
6,4,-1
19,18,1
19,19,1
5,8,-1
1,4,-1
7,1,-1
17,17,1
13,14,1
4,1,-1
15,17,1
9,4,-1
5,8,-1
14,19,1
2,8,-1
18,16,1
19,11,1
6,8,-1
1,8,-1
16,15,1
14,15,1
13,16,1
6,2,-1
2,3,-1
7,7,-1
13,19,1
12,18,1
6,1,-1
6,8,-1
19,11,1
17,18,1
5,9,-1
4,4,-1
14,15,1
11,17,1
4,1,-1
12,17,1
14,11,1
8,2,-1
14,17,1
17,11,1
15,11,1
13,12,1
8,8,-1
14,12,1
11,13,1
13,15,1
12,17,1
18,12,1
5,3,-1
19,18,1
18,12,1
14,16,1
19,17,1
13,13,1
1,8,-1
4,9,-1
18,15,1
0,9,-1
11,17,1
18,17,1
9,4,-1
2,2,-1
15,13,1
17,13,1
12,15,1
19,18,1
5,4,-1
3,7,-1
14,13,1
7,1,-1
12,14,1
11,18,1
4,3,-1
7,3,-1
5,5,-1
3,3,-1
18,11,1
0,6,-1
15,19,1
19,18,1
9,5,-1
0,8,-1
14,15,1
4,0,-1
11,15,1
12,12,1
7,5,-1
13,11,1
6,6,-1
16,16,1
1,1,-1
14,11,1
13,11,1
17,13,1
13,14,1
9,0,-1
7,6,-1
17,12,1
4,8,-1
19,12,1
3,5,-1
6,0,-1
18,15,1
1,8,-1
13,18,1
19,14,1
12,15,1
2,0,-1
9,5,-1
12,11,1
3,1,-1
2,2,-1
12,16,1
2,3,-1
9,9,-1
15,16,1
8,7,-1
3,5,-1
4,5,-1
3,0,-1
9,5,-1
0,2,-1
11,17,1
12,16,1
19,18,1
14,19,1
19,16,1
12,14,1
16,15,1
14,19,1
1,9,-1
6,6,-1
1,1,-1
0,2,-1
11,14,1
12,11,1
12,19,1
15,19,1
0,9,-1
9,7,-1
0,1,-1
11,11,1
9,8,-1
2,9,-1
6,5,-1
15,14,1
9,9,-1
16,11,1
17,13,1
0,2,-1
1,8,-1
2,1,-1
14,13,1
2,0,-1
1,0,-1
3,4,-1
17,17,1
9,1,-1
19,19,1
4,8,-1
17,11,1
17,17,1
8,8,-1
12,17,1
18,12,1
17,12,1
14,12,1
0,1,-1
14,16,1
9,6,-1
1,3,-1
