3,8,-1
6,5,-1
8,4,-1
7,5,-1
18,19,1
18,12,1
3,3,-1
8,6,-1
9,9,-1
11,12,1
15,15,1
15,18,1
14,19,1
16,16,1
17,19,1
19,19,1
5,5,-1
3,4,-1
6,1,-1
9,5,-1
8,5,-1
9,6,-1
1,7,-1
11,15,1
9,4,-1
5,4,-1
1,2,-1
9,6,-1
2,4,-1
11,11,1
19,13,1
2,6,-1
17,12,1
18,13,1
7,6,-1
9,2,-1
4,6,-1
0,4,-1
18,14,1
17,11,1
8,4,-1
15,13,1
7,9,-1
4,0,-1
3,5,-1
12,19,1
3,4,-1
8,3,-1
8,7,-1
17,14,1
3,7,-1
0,4,-1
17,13,1
1,0,-1
6,4,-1
16,14,1
3,6,-1
5,9,-1
13,13,1
13,17,1
6,4,-1
18,11,1
4,0,-1
15,19,1
14,15,1
6,2,-1
7,3,-1
6,7,-1
19,18,1
17,17,1
3,4,-1
7,2,-1
2,9,-1
2,6,-1
9,9,-1
17,18,1
0,1,-1
8,2,-1
6,4,-1
17,12,1
2,0,-1
13,16,1
5,6,-1
11,11,1
19,16,1
7,7,-1
17,19,1
1,1,-1
7,1,-1
18,13,1
2,1,-1
14,13,1
13,12,1
5,8,-1
15,12,1
7,4,-1
9,2,-1
13,11,1
0,4,-1
17,16,1
5,9,-1
16,16,1
18,15,1
13,15,1
2,1,-1
19,18,1
11,19,1
17,11,1
4,3,-1
7,9,-1
9,1,-1
18,15,1
17,11,1
16,16,1
1,5,-1
13,13,1
18,14,1
0,7,-1
1,0,-1
6,3,-1
6,4,-1
13,18,1
13,11,1
15,18,1
18,18,1
14,17,1
4,8,-1
19,16,1
2,6,-1
16,15,1
15,13,1
2,5,-1
7,1,-1
19,19,1
1,8,-1
11,18,1
17,16,1
14,12,1
7,3,-1
2,6,-1
15,19,1
3,9,-1
18,19,1
17,15,1
18,19,1
15,13,1
11,15,1
7,1,-1
18,17,1
4,9,-1
5,2,-1
9,6,-1
17,16,1
13,15,1
1,8,-1
13,17,1
12,17,1
19,15,1
11,14,1
4,0,-1
15,16,1
19,17,1
18,17,1
19,17,1
15,19,1
3,2,-1
11,16,1
2,0,-1
15,14,1
15,16,1
9,6,-1
4,8,-1
11,19,1
7,5,-1
14,13,1
17,16,1
2,1,-1
3,9,-1
11,18,1
18,18,1
16,15,1
6,5,-1
19,11,1
12,19,1
0,1,-1
19,13,1
3,6,-1
18,15,1
11,15,1
18,17,1
5,2,-1
0,0,-1
5,3,-1
2,3,-1
13,16,1
6,0,-1
16,18,1
0,5,-1
11,11,1
14,14,1
