0,8,-1
3,4,-1
6,5,-1
16,19,1
19,11,1
0,2,-1
16,13,1
9,5,-1
1,6,-1
17,16,1
17,13,1
13,19,1
18,17,1
1,0,-1
7,1,-1
14,14,1
0,6,-1
12,12,1
5,5,-1
14,19,1
2,8,-1
13,13,1
0,5,-1
6,5,-1
8,6,-1
3,3,-1
5,8,-1
15,12,1
19,15,1
3,4,-1
18,19,1
11,16,1
13,16,1
4,9,-1
15,15,1
12,13,1
5,3,-1
8,1,-1
0,6,-1
4,6,-1
16,17,1
3,9,-1
14,12,1
18,15,1
0,8,-1
8,8,-1
9,7,-1
13,17,1
5,6,-1
5,2,-1
13,19,1
19,11,1
13,17,1
16,17,1
15,13,1
4,3,-1
7,1,-1
15,11,1
18,18,1
11,17,1
11,13,1
13,12,1
4,5,-1
19,17,1
15,13,1
4,3,-1
1,6,-1
15,14,1
4,1,-1
15,13,1
6,7,-1
0,9,-1
11,13,1
6,7,-1
4,8,-1
9,9,-1
2,1,-1
13,12,1
1,0,-1
14,15,1
3,6,-1
18,18,1
4,9,-1
16,16,1
14,15,1
18,17,1
7,0,-1
11,18,1
6,5,-1
11,18,1
7,1,-1
2,9,-1
14,17,1
18,19,1
5,4,-1
16,18,1
17,11,1
2,4,-1
7,4,-1
9,8,-1
0,3,-1
9,5,-1
11,11,1
13,19,1
5,7,-1
15,13,1
5,1,-1
12,17,1
9,9,-1
18,18,1
15,13,1
8,5,-1
4,0,-1
3,5,-1
7,6,-1
12,18,1
0,9,-1
1,2,-1
14,15,1
0,9,-1
6,4,-1
15,18,1
5,3,-1
2,0,-1
15,12,1
2,8,-1
4,1,-1
16,18,1
1,4,-1
17,13,1
16,17,1
13,17,1
19,16,1
3,1,-1
2,4,-1
2,1,-1
17,11,1
2,5,-1
14,13,1
5,7,-1
11,17,1
13,18,1
15,12,1
13,18,1
15,19,1
19,17,1
13,19,1
16,17,1
12,14,1
17,18,1
13,11,1
7,9,-1
9,7,-1
8,4,-1
4,1,-1
2,1,-1
16,12,1
15,19,1
0,2,-1
8,3,-1
12,15,1
12,16,1
1,8,-1
17,13,1
16,15,1
17,11,1
16,19,1
9,0,-1
6,9,-1
1,3,-1
2,2,-1
19,19,1
19,12,1
7,1,-1
19,15,1
5,8,-1
2,9,-1
5,5,-1
8,3,-1
13,14,1
12,19,1
14,16,1
16,11,1
8,2,-1
16,11,1
9,3,-1
13,11,1
15,14,1
0,7,-1
0,1,-1
7,4,-1
7,2,-1
8,5,-1
14,19,1
12,12,1
13,19,1
6,8,-1
2,4,-1
17,11,1
18,14,1
