1,8,-1
5,1,-1
12,15,1
4,6,-1
3,7,-1
9,4,-1
16,13,1
3,8,-1
6,1,-1
14,19,1
13,19,1
13,18,1
4,2,-1
16,17,1
7,5,-1
0,2,-1
4,8,-1
1,4,-1
8,0,-1
2,8,-1
4,9,-1
9,7,-1
15,18,1
9,6,-1
12,18,1
14,15,1
7,3,-1
18,14,1
19,16,1
3,4,-1
12,15,1
4,3,-1
19,13,1
14,16,1
6,7,-1
3,7,-1
8,3,-1
12,13,1
16,15,1
17,19,1
12,11,1
4,6,-1
19,12,1
5,2,-1
8,9,-1
5,5,-1
4,1,-1
9,6,-1
15,12,1
15,15,1
15,18,1
17,18,1
7,9,-1
3,2,-1
2,5,-1
13,16,1
18,14,1
7,1,-1
11,11,1
16,15,1
2,3,-1
18,16,1
7,7,-1
11,13,1
6,3,-1
9,4,-1
9,4,-1
6,1,-1
13,15,1
14,16,1
4,4,-1
11,14,1
14,17,1
19,19,1
19,16,1
1,9,-1
1,6,-1
16,15,1
17,13,1
9,9,-1
9,3,-1
13,12,1
8,0,-1
3,2,-1
15,17,1
6,7,-1
18,13,1
5,7,-1
19,17,1
17,18,1
16,18,1
13,16,1
14,13,1
6,1,-1
15,14,1
4,6,-1
17,11,1
2,6,-1
13,16,1
8,3,-1
13,12,1
15,15,1
16,17,1
11,18,1
14,13,1
9,9,-1
6,3,-1
9,8,-1
13,17,1
14,15,1
19,17,1
17,16,1
15,17,1
16,12,1
1,3,-1
15,12,1
18,19,1
4,7,-1
4,4,-1
11,12,1
0,5,-1
9,1,-1
19,18,1
4,7,-1
0,1,-1
13,13,1
12,17,1
18,14,1
12,16,1
12,19,1
4,4,-1
2,9,-1
18,12,1
14,18,1
14,14,1
2,6,-1
0,4,-1
13,17,1
9,2,-1
9,2,-1
11,15,1
0,1,-1
1,6,-1
16,19,1
8,6,-1
16,15,1
15,19,1
11,18,1
2,2,-1
15,19,1
11,18,1
19,11,1
9,6,-1
13,14,1
19,19,1
4,0,-1
16,18,1
9,0,-1
7,0,-1
3,0,-1
19,13,1
2,7,-1
0,5,-1
15,17,1
9,5,-1
2,2,-1
9,5,-1
6,3,-1
15,13,1
4,4,-1
7,8,-1
2,5,-1
16,13,1
4,6,-1
4,7,-1
13,13,1
15,19,1
14,11,1
15,19,1
4,0,-1
3,0,-1
19,13,1
4,1,-1
12,19,1
19,11,1
12,16,1
19,18,1
5,3,-1
11,19,1
6,4,-1
7,0,-1
5,3,-1
8,2,-1
0,1,-1
17,13,1
1,0,-1
15,19,1
8,4,-1
16,13,1
3,3,-1
