11,18,1
12,17,1
15,18,1
11,19,1
16,11,1
16,15,1
18,13,1
5,7,-1
18,17,1
14,19,1
16,19,1
5,8,-1
7,9,-1
18,19,1
5,2,-1
17,17,1
18,14,1
13,13,1
3,9,-1
6,8,-1
4,9,-1
11,13,1
8,0,-1
14,19,1
7,9,-1
4,2,-1
14,15,1
8,9,-1
16,19,1
9,5,-1
11,11,1
0,9,-1
17,18,1
14,18,1
14,18,1
15,12,1
19,11,1
6,3,-1
14,19,1
18,12,1
8,5,-1
15,16,1
19,11,1
12,19,1
0,3,-1
16,18,1
3,3,-1
15,14,1
7,9,-1
8,4,-1
9,0,-1
8,9,-1
19,15,1
5,6,-1
13,18,1
8,5,-1
8,6,-1
14,14,1
2,4,-1
9,1,-1
16,15,1
16,14,1
3,3,-1
11,17,1
2,9,-1
13,18,1
16,14,1
1,1,-1
15,17,1
1,9,-1
2,4,-1
4,4,-1
5,8,-1
5,9,-1
13,15,1
13,18,1
19,18,1
15,19,1
8,2,-1
14,13,1
4,1,-1
9,5,-1
13,11,1
15,13,1
14,16,1
7,2,-1
5,3,-1
14,16,1
1,4,-1
7,1,-1
11,15,1
1,3,-1
4,5,-1
17,19,1
9,1,-1
18,19,1
19,16,1
14,13,1
14,19,1
14,13,1
12,15,1
16,11,1
1,8,-1
6,9,-1
1,7,-1
5,4,-1
15,14,1
0,5,-1
11,11,1
16,16,1
2,4,-1
11,12,1
9,4,-1
8,7,-1
9,0,-1
6,6,-1
7,7,-1
16,17,1
16,14,1
7,3,-1
12,12,1
6,5,-1
9,2,-1
19,13,1
7,9,-1
15,11,1
2,0,-1
6,9,-1
3,1,-1
13,19,1
17,11,1
1,4,-1
16,16,1
18,11,1
4,2,-1
4,0,-1
18,15,1
2,4,-1
13,18,1
15,14,1
18,11,1
2,3,-1
15,13,1
3,5,-1
4,2,-1
1,8,-1
15,16,1
18,15,1
11,12,1
14,19,1
15,11,1
9,8,-1
19,12,1
4,4,-1
5,5,-1
14,13,1
5,1,-1
15,11,1
6,6,-1
7,3,-1
18,15,1
6,5,-1
13,11,1
2,7,-1
19,14,1
5,6,-1
6,8,-1
4,3,-1
7,0,-1
8,7,-1
2,2,-1
1,0,-1
18,15,1
12,12,1
6,8,-1
18,19,1
16,12,1
16,15,1
18,11,1
13,15,1
7,4,-1
0,2,-1
1,8,-1
9,0,-1
4,9,-1
3,4,-1
8,8,-1
6,3,-1
2,0,-1
4,2,-1
19,13,1
0,2,-1
17,16,1
12,11,1
1,2,-1
16,11,1
2,4,-1
19,12,1
2,4,-1
13,19,1
